product,uf,volume,year_month,unit
ÓLEO DIESEL MARÍTIMO (m3),TOCANTINS,0.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MARANHÃO,9890.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PIAUÍ,235.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),CEARÁ,1010.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO NORTE,630.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PARAÍBA,0.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PERNAMBUCO,83.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),ALAGOAS,275.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),SERGIPE,110.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),BAHIA,745.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MINAS GERAIS,0.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),ESPÍRITO SANTO,2115.314,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RIO DE JANEIRO,17645.352,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),SÃO PAULO,3055.086,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PARANÁ,9239.86,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),SANTA CATARINA,6068.493,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO SUL,2949.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO DO SUL,384.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO,0.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),GOIÁS,0.0,2019-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),DISTRITO FEDERAL,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RONDÔNIA,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),ACRE,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),AMAZONAS,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RORAIMA,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PARÁ,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),AMAPÁ,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),TOCANTINS,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MARANHÃO,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PIAUÍ,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),CEARÁ,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RIO GRANDE DO NORTE,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PARAÍBA,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PERNAMBUCO,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),ALAGOAS,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),SERGIPE,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),BAHIA,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MINAS GERAIS,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),ESPÍRITO SANTO,45.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RIO DE JANEIRO,1557.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),SÃO PAULO,9041.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PARANÁ,10.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),SANTA CATARINA,30.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RIO GRANDE DO SUL,15.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MATO GROSSO DO SUL,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MATO GROSSO,197.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),GOIÁS,0.0,2019-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),DISTRITO FEDERAL,0.0,2019-02-01,m3
ÓLEO DIESEL S-10 (m3),RONDÔNIA,38013.024,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),ACRE,2594.2,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),AMAZONAS,13913.122,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),RORAIMA,4569.9,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),PARÁ,96318.777,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),AMAPÁ,18340.769,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),TOCANTINS,0.0,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),MARANHÃO,0.0,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),PIAUÍ,0.0,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),CEARÁ,83717.288,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),RIO GRANDE DO NORTE,17531.0,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),PARAÍBA,22691.737,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),PERNAMBUCO,98717.502,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),ALAGOAS,12544.498,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),SERGIPE,14918.5,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),BAHIA,146374.743,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),MINAS GERAIS,244726.157,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),ESPÍRITO SANTO,44684.349,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),RIO DE JANEIRO,877423.235,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),SÃO PAULO,0.0,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),PARANÁ,0.0,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),SANTA CATARINA,0.0,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),RIO GRANDE DO SUL,134706.106,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),MATO GROSSO DO SUL,63506.258,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),MATO GROSSO,159594.723,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),GOIÁS,119592.13,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),DISTRITO FEDERAL,16481.0,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),RONDÔNIA,35089.704,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),ACRE,8856.2,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),AMAZONAS,34093.805,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),RORAIMA,31961.0,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),PARÁ,805084.221,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),AMAPÁ,0.0,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),TOCANTINS,0.0,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),MARANHÃO,0.0,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),PIAUÍ,16730.14,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),CEARÁ,9157.9,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),RIO GRANDE DO NORTE,20335.1,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),PARAÍBA,10556.83,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),PERNAMBUCO,2111.4,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),ALAGOAS,7835.5,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),SERGIPE,7106.5,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),BAHIA,97063.4,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),MINAS GERAIS,272212.094,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),ESPÍRITO SANTO,375823.329,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),RIO DE JANEIRO,0.0,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),SÃO PAULO,0.0,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),PARANÁ,0.0,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),SANTA CATARINA,96365.363,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),RIO GRANDE DO SUL,163166.33,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),MATO GROSSO DO SUL,80225.452,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),MATO GROSSO,151928.166,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),GOIÁS,117458.22,2020-02-01,m3
ÓLEO DIESEL S-500 (m3),DISTRITO FEDERAL,8193.807,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),RONDÔNIA,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),ACRE,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),AMAZONAS,1032.987,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),RORAIMA,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),PARÁ,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),AMAPÁ,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),TOCANTINS,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),MARANHÃO,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),PIAUÍ,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),CEARÁ,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),RIO GRANDE DO NORTE,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),PARAÍBA,30.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),PERNAMBUCO,195.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),ALAGOAS,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),SERGIPE,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),BAHIA,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),MINAS GERAIS,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),ESPÍRITO SANTO,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),RIO DE JANEIRO,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),SÃO PAULO,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),PARANÁ,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),SANTA CATARINA,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),RIO GRANDE DO SUL,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),MATO GROSSO DO SUL,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),MATO GROSSO,644.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),GOIÁS,0.0,2020-02-01,m3
ÓLEO DIESEL S-1800 (m3),DISTRITO FEDERAL,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RONDÔNIA,1290.5,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),ACRE,59.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),AMAZONAS,137166.109,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RORAIMA,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PARÁ,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),AMAPÁ,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),TOCANTINS,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MARANHÃO,620.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PIAUÍ,255.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),CEARÁ,696.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO NORTE,465.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PARAÍBA,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PERNAMBUCO,565.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),ALAGOAS,215.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),SERGIPE,70.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),BAHIA,6201.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MINAS GERAIS,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),ESPÍRITO SANTO,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RIO DE JANEIRO,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),SÃO PAULO,2432.2,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PARANÁ,718.436,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),SANTA CATARINA,5526.544,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO SUL,1880.5,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO DO SUL,88.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),GOIÁS,0.0,2020-02-01,m3
ÓLEO DIESEL MARÍTIMO (m3),DISTRITO FEDERAL,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RONDÔNIA,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),ACRE,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),AMAZONAS,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RORAIMA,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PARÁ,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),AMAPÁ,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),TOCANTINS,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MARANHÃO,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PIAUÍ,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),CEARÁ,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RIO GRANDE DO NORTE,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PARAÍBA,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PERNAMBUCO,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),ALAGOAS,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),SERGIPE,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),BAHIA,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MINAS GERAIS,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),ESPÍRITO SANTO,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RIO DE JANEIRO,1027.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),SÃO PAULO,728.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PARANÁ,15.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),SANTA CATARINA,30.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RIO GRANDE DO SUL,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MATO GROSSO DO SUL,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MATO GROSSO,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),GOIÁS,0.0,2020-02-01,m3
ÓLEO DIESEL (OUTROS ) (m3),DISTRITO FEDERAL,0.0,2020-02-01,m3
ÓLEO DIESEL S-10 (m3),RONDÔNIA,3681.7,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),ACRE,363.0,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),AMAZONAS,61443.832,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),RORAIMA,1531.8,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),PARÁ,44013.219,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),AMAPÁ,785.0,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),TOCANTINS,13649.2,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),MARANHÃO,16496.0,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),PIAUÍ,7815.1,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),CEARÁ,47884.145,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),RIO GRANDE DO NORTE,3513.0,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),PARAÍBA,3641.5,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),PERNAMBUCO,76060.5,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),ALAGOAS,3535.5,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),SERGIPE,4191.5,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),BAHIA,497794.859,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),MINAS GERAIS,92958.034,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),ESPÍRITO SANTO,14655.5,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),RIO DE JANEIRO,98278.895,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),SÃO PAULO,262685.886,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),PARANÁ,75553.272,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),SANTA CATARINA,37687.368,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),RIO GRANDE DO SUL,36728.557,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),MATO GROSSO DO SUL,14096.1,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),MATO GROSSO,19176.119,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),GOIÁS,19104.88,2013-03-01,m3
ÓLEO DIESEL S-10 (m3),DISTRITO FEDERAL,3183.5,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),RONDÔNIA,263.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),ACRE,0.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),AMAZONAS,527.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),RORAIMA,10.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),PARÁ,2309.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),AMAPÁ,0.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),TOCANTINS,32018.1,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),MARANHÃO,85844.468,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),PIAUÍ,38153.5,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),CEARÁ,2021.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),RIO GRANDE DO NORTE,1037.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),PARAÍBA,35338.492,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),PERNAMBUCO,57662.151,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),ALAGOAS,37199.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),SERGIPE,285246.3,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),BAHIA,203730.652,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),MINAS GERAIS,213177.548,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),ESPÍRITO SANTO,88666.784,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),RIO DE JANEIRO,79460.928,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),SÃO PAULO,732605.439,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),PARANÁ,381434.174,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),SANTA CATARINA,98701.298,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),RIO GRANDE DO SUL,89934.905,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),MATO GROSSO DO SUL,2963.5,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),MATO GROSSO,989.704,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),GOIÁS,350.0,2013-03-01,m3
ÓLEO DIESEL S-500 (m3),DISTRITO FEDERAL,15.0,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),RONDÔNIA,675015.874,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),ACRE,11134.0,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),AMAZONAS,84727.839,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),RORAIMA,8959.2,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),PARÁ,138045.44,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),AMAPÁ,42685.101,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),TOCANTINS,30244.55,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),MARANHÃO,12138.0,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),PIAUÍ,0.0,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),CEARÁ,37184.0,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),RIO GRANDE DO NORTE,43490.681,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),PARAÍBA,0.0,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),PERNAMBUCO,17.5,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),ALAGOAS,0.0,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),SERGIPE,0.0,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),BAHIA,113.5,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),MINAS GERAIS,365861.815,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),ESPÍRITO SANTO,439.0,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),RIO DE JANEIRO,60744.132,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),SÃO PAULO,252609.3,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),PARANÁ,5102.1,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),SANTA CATARINA,63212.027,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),RIO GRANDE DO SUL,225364.134,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),MATO GROSSO DO SUL,85387.11,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),MATO GROSSO,214002.295,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),GOIÁS,213563.84,2013-03-01,m3
ÓLEO DIESEL S-1800 (m3),DISTRITO FEDERAL,362968.543,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RONDÔNIA,1234.4,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),ACRE,40.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),AMAZONAS,9777.444,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RORAIMA,0.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PARÁ,8960.59,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),AMAPÁ,40.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),TOCANTINS,0.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MARANHÃO,805.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PIAUÍ,125.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),CEARÁ,360.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO NORTE,1136.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PARAÍBA,10.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PERNAMBUCO,7184.5,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),ALAGOAS,0.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),SERGIPE,244.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),BAHIA,1416.245,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MINAS GERAIS,0.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),ESPÍRITO SANTO,3156.123,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RIO DE JANEIRO,26529.315,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),SÃO PAULO,2561.04,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),PARANÁ,438.382,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),SANTA CATARINA,4787.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),RIO GRANDE DO SUL,1885.332,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO DO SUL,0.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),MATO GROSSO,0.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),GOIÁS,0.0,2013-03-01,m3
ÓLEO DIESEL MARÍTIMO (m3),DISTRITO FEDERAL,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RONDÔNIA,20.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),ACRE,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),AMAZONAS,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RORAIMA,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PARÁ,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),AMAPÁ,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),TOCANTINS,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MARANHÃO,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PIAUÍ,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),CEARÁ,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RIO GRANDE DO NORTE,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PARAÍBA,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PERNAMBUCO,382.5,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),ALAGOAS,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),SERGIPE,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),BAHIA,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),MINAS GERAIS,4.557,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),ESPÍRITO SANTO,0.0,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),RIO DE JANEIRO,689.469,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),SÃO PAULO,790.592,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),PARANÁ,75.017,2013-03-01,m3
ÓLEO DIESEL (OUTROS ) (m3),SANTA CATARINA,50.0,2013-03-01,m3
